IDLieu,Ville,Etat,Region
LW-16990_94109,San Francisco,California,West 
DC-12850_77036,Houston,Texas,Central
ND-18370_40214,Louisville,Kentucky,South
LB-16735_76106,Fort Worth,Texas,Central
KT-16465_90049,Los Angeles,California,West 
HM-14860_19120,Philadelphia,Pennsylvania,East 
AB-10600_85705,Tucson,Arizona,West 
SZ-20035_90660,Pico Rivera,California,West 
JR-15670_80906,Colorado Spring,Colorado,West 
MG-17890_20735,Clinton,Maryland,East 
KM-16720_94591,Vallejo,California,West 
CA-12265_84604,Provo,Utah,West 
VD-21670_84062,Pleasant Grove,Utah,West 
JK-16120_60505,Aurora,Illinois,Central
PP-18955_30080,Smyrna,Georgia,South
YS-21880_27217,Burlington,North Carolina,South
CK-12760_60505,Aurora,Illinois,Central
NC-18340_10035,New York City,New York,East 
KM-16375_24153,Salem,Virginia,South
GM-14455_43229,Columbus,Ohio,East 
SD-20485_19143,Philadelphia,Pennsylvania,East 
KD-16270_10024,New York City,New York,East 
AB-10105_85023,Phoenix,Arizona,West 
SZ-20035_75051,Grand Prairie,Texas,Central
JD-15895_10035,New York City,New York,East 
HA-14905_10024,New York City,New York,East 
BT-11305_92627,Costa Mesa,California,West 
SV-20815_77041,Houston,Texas,Central
RW-19540_85204,Mesa,Arizona,West 
DK-12835_93905,Salinas,California,West 
LT-17110_43229,Columbus,Ohio,East 
IM-15070_35630,Florence,Alabama,South
FP-14320_98105,Seattle,Washington,West 
ST-20530_44134,Parma,Ohio,East 
JE-15745_79109,Amarillo,Texas,Central
BD-11320_2908,Providence,Rhode Island,East 
MM-17920_94110,San Francisco,California,West 
PW-19030_40475,Richmond,Kentucky,South
SC-20440_80013,Aurora,Colorado,West 
KL-16645_60623,Chicago,Illinois,Central
SD-20485_60653,Chicago,Illinois,Central
TS-21160_19134,Philadelphia,Pennsylvania,East 
JB-15400_90008,Los Angeles,California,West 
TS-21085_85023,Phoenix,Arizona,West 
MC-17425_36608,Mobile,Alabama,South
ME-17320_31907,Columbus,Georgia,South
SC-20440_2740,New Bedford,Massachusetts,East 
NH-18610_75061,Irving,Texas,Central
AA-10480_6457,Middletown,Connecticut,East 
LC-17140_98103,Seattle,Washington,West 
MB-18085_8360,Vineland,New Jersey,East 
LC-16930_77506,Pasadena,Texas,Central
KD-16495_10009,New York City,New York,East 
MB-17305_85301,Glendale,Arizona,West 
TH-21550_32216,Jacksonville,Florida,South
DK-12835_48234,Detroit,Michigan,Central
ON-18715_19120,Philadelphia,Pennsylvania,East 
KN-16390_90004,Los Angeles,California,West 
NM-18520_77036,Houston,Texas,Central
NP-18685_14304,Niagara Falls,New York,East 
CG-12040_10024,New York City,New York,East 
CS-12505_27360,Thomasville,North Carolina,South
KD-16345_92683,Westminster,California,West 
MK-18160_94122,San Francisco,California,West 
DW-13540_38301,Jackson,Tennessee,South
CP-12340_98115,Seattle,Washington,West 
MS-17770_10035,New York City,New York,East 
CM-12655_90008,Los Angeles,California,West 
Co-12640_19143,Philadelphia,Pennsylvania,East 
DL-13495_10024,New York City,New York,East 
TS-21370_10035,New York City,New York,East 
JW-15220_98661,Vancouver,Washington,West 
RF-19840_31907,Columbus,Georgia,South
JD-15790_75019,Coppell,Texas,Central
NK-18490_94122,San Francisco,California,West 
NG-18430_78745,Austin,Texas,Central
AT-10435_90045,Los Angeles,California,West 
PC-19000_90004,Los Angeles,California,West 
AR-10540_10024,New York City,New York,East 
CS-12505_31907,Columbus,Georgia,South
LS-16975_68104,Omaha,Nebraska,Central
JM-15535_90036,Los Angeles,California,West 
NH-18610_91767,Pomona,California,West 
RA-19915_75220,Dallas,Texas,Central
AI-10855_19120,Philadelphia,Pennsylvania,East 
MC-17845_89031,North Las Vegas,Nevada,West 
TB-21400_98105,Seattle,Washington,West 
VW-21775_94110,San Francisco,California,West 
PL-18925_60610,Chicago,Illinois,Central
GH-14425_85705,Tucson,Arizona,West 
CJ-12010_18103,Allentown,Pennsylvania,East 
MC-18130_19711,Newark,Delaware,East 
BV-11245_33142,Miami,Florida,South
JF-15490_85281,Tempe,Arizona,West 
EB-13840_10035,New York City,New York,East 
MP-18175_92677,Laguna Niguel,California,West 
JM-15655_8302,Bridgeton,New Jersey,East 
CL-11890_2149,Everett,Massachusetts,East 
CK-12205_43229,Columbus,Ohio,East 
DB-13270_92024,San Diego,California,West 
PC-18745_13601,Watertown,New York,East 
VB-21745_78207,San Antonio,Texas,Central
EP-13915_10011,New York City,New York,East 
ME-17320_77095,Houston,Texas,Central
IG-15085_92024,San Diego,California,West 
JS-15940_54915,Appleton,Wisconsin,Central
BO-11425_40475,Richmond,Kentucky,South
VW-21775_98006,Bellevue,Washington,West 
AB-10150_11561,Long Beach,New York,East 
JW-16075_19140,Philadelphia,Pennsylvania,East 
JE-15475_98103,Seattle,Washington,West 
EB-13750_98103,Seattle,Washington,West 
PK-18910_94109,San Francisco,California,West 
CS-12400_98115,Seattle,Washington,West 
SG-20470_10011,New York City,New York,East 
CM-12190_19134,Philadelphia,Pennsylvania,East 
CL-12565_29203,Columbia,South Carolina,South
JO-15550_98105,Seattle,Washington,West 
AW-10840_75002,Allen,Texas,Central
DV-13465_90004,Los Angeles,California,West 
AH-10075_30318,Atlanta,Georgia,South
SC-20095_90004,Los Angeles,California,West 
MC-18100_79907,El Paso,Texas,Central
TT-21460_60505,Aurora,Illinois,Central
AP-10720_35630,Florence,Alabama,South
DL-12865_10011,New York City,New York,East 
NP-18325_10024,New York City,New York,East 
VG-21805_23464,Virginia Beach,Virginia,South
MY-18295_76051,Grapevine,Texas,Central
RD-19480_98502,Olympia,Washington,West 
JF-15490_90032,Los Angeles,California,West 
DP-13390_61604,Peoria,Illinois,Central
MD-17350_43229,Columbus,Ohio,East 
MY-17380_10011,New York City,New York,East 
AB-10150_75007,Carrollton,Texas,Central
GB-14530_19901,Dover,Delaware,East 
CA-12775_37167,Smyrna,Tennessee,South
ME-17725_19711,Newark,Delaware,East 
JO-15280_90049,Los Angeles,California,West 
ML-17395_90008,Los Angeles,California,West 
YS-21880_94601,Oakland,California,West 
PL-18925_19143,Philadelphia,Pennsylvania,East 
JK-16120_55122,Eagan,Minnesota,Central
PN-18775_10011,New York City,New York,East 
JC-15385_98031,Kent,Washington,West 
JG-15160_90049,Los Angeles,California,West 
PO-19180_10011,New York City,New York,East 
MC-17275_70506,Lafayette,Louisiana,South
AS-10240_44105,Cleveland,Ohio,East 
CL-12565_44105,Cleveland,Ohio,East 
NW-18400_97224,Tigard,Oregon,West 
TB-21280_20016,Washington,District of Co,East 
BS-11380_60076,Skokie,Illinois,Central
FH-14365_98115,Seattle,Washington,West 
VM-21685_19140,Philadelphia,Pennsylvania,East 
SF-20200_19143,Philadelphia,Pennsylvania,East 
HH-15010_94110,San Francisco,California,West 
CD-12280_98105,Seattle,Washington,West 
HL-15040_53209,Milwaukee,Wisconsin,Central
TH-21100_90045,Los Angeles,California,West 
MM-18055_98115,Seattle,Washington,West 
QJ-19255_19143,Philadelphia,Pennsylvania,East 
NS-18505_75217,Dallas,Texas,Central
MM-17920_10011,New York City,New York,East 
RD-19480_77095,Houston,Texas,Central
RB-19645_89031,North Las Vegas,Nevada,West 
RD-19585_75023,Plano,Texas,Central
SW-20455_23434,Suffolk,Virginia,South
SF-20965_77041,Houston,Texas,Central
EB-13930_94110,San Francisco,California,West 
SB-20290_19134,Philadelphia,Pennsylvania,East 
PS-18760_90008,Los Angeles,California,West 
CB-12535_94110,San Francisco,California,West 
DK-12835_19143,Philadelphia,Pennsylvania,East 
AW-10840_19140,Philadelphia,Pennsylvania,East 
TS-21610_19143,Philadelphia,Pennsylvania,East 
HF-14995_46203,Indianapolis,Indiana,Central
HZ-14950_43229,Columbus,Ohio,East 
AB-10255_75023,Plano,Texas,Central
PO-19195_7002,Bayonne,New Jersey,East 
AG-10900_90008,Los Angeles,California,West 
SC-20725_98115,Seattle,Washington,West 
ND-18370_10035,New York City,New York,East 
CD-12790_92037,San Diego,California,West 
PG-18820_85301,Glendale,Arizona,West 
IM-15070_19120,Philadelphia,Pennsylvania,East 
JK-15205_94122,San Francisco,California,West 
JP-15520_77070,Houston,Texas,Central
MM-18055_60610,Chicago,Illinois,Central
DC-13285_94110,San Francisco,California,West 
JL-15835_10011,New York City,New York,East 
BN-11515_10011,New York City,New York,East 
KD-16345_60623,Chicago,Illinois,Central
JK-15370_19143,Philadelphia,Pennsylvania,East 
FM-14215_43017,Dublin,Ohio,East 
CA-12265_22153,Springfield,Virginia,South
KD-16495_28314,Fayetteville,North Carolina,South
LH-17155_75081,Dallas,Texas,Central
AG-10675_28540,Jacksonville,North Carolina,South
DB-13120_94122,San Francisco,California,West 
ED-13885_92037,San Diego,California,West 
MC-18100_19140,Philadelphia,Pennsylvania,East 
BM-11785_14609,Rochester,New York,East 
EM-14065_28540,Jacksonville,North Carolina,South
DA-13450_77095,Houston,Texas,Central
MO-17800_78207,San Antonio,Texas,Central
JW-15955_94601,Oakland,California,West 
VW-21775_94122,San Francisco,California,West 
TT-21460_76106,Fort Worth,Texas,Central
SL-20155_77095,Houston,Texas,Central
RM-19375_77095,Houston,Texas,Central
MB-18085_19143,Philadelphia,Pennsylvania,East 
AG-10900_92105,San Diego,California,West 
ML-17755_23434,Suffolk,Virginia,South
CC-12685_27405,Greensboro,North Carolina,South
SC-20770_75081,Dallas,Texas,Central
GG-14650_60623,Chicago,Illinois,Central
MY-18295_21215,Baltimore,Maryland,East 
DP-13000_90004,Los Angeles,California,West 
BD-11770_10011,New York City,New York,East 
CB-12535_2038,Franklin,Massachusetts,East 
JE-15610_53209,Milwaukee,Wisconsin,Central
RP-19855_53142,Kenosha,Wisconsin,Central
RA-19915_10011,New York City,New York,East 
RP-19390_53711,Madison,Wisconsin,Central
TB-21175_77041,Houston,Texas,Central
BE-11455_66062,Olathe,Kansas,Central
MR-17545_10024,New York City,New York,East 
RM-19375_95123,San Jose,California,West 
JF-15565_75081,Dallas,Texas,Central
AS-10135_98002,Auburn,Washington,West 
JA-15970_19134,Philadelphia,Pennsylvania,East 
GK-14620_90049,Los Angeles,California,West 
PB-19210_74133,Tulsa,Oklahoma,Central
HK-14890_60610,Chicago,Illinois,Central
FO-14305_22801,Harrisonburg,Virginia,South
BT-11680_43055,Newark,Ohio,East 
SP-20620_90045,Los Angeles,California,West 
LL-16840_98105,Seattle,Washington,West 
MC-17575_90036,Los Angeles,California,West 
JL-15235_60623,Chicago,Illinois,Central
EA-14035_60623,Chicago,Illinois,Central
SA-20830_97756,Redmond,Oregon,West 
CH-12070_27604,Raleigh,North Carolina,South
ND-18460_31204,Macon,Georgia,South
BS-11755_44105,Cleveland,Ohio,East 
SL-20155_74403,Muskogee,Oklahoma,Central
GB-14530_28110,Monroe,North Carolina,South
AS-10045_78745,Austin,Texas,Central
RM-19375_6450,Meriden,Connecticut,East 
NH-18610_30076,Roswell,Georgia,South
BF-10975_28205,Charlotte,North Carolina,South
KH-16330_42104,Bowling Green,Kentucky,South
FA-14230_78207,San Antonio,Texas,Central
GW-14605_98115,Seattle,Washington,West 
DA-13450_20016,Washington,District of Co,East 
FH-14275_90004,Los Angeles,California,West 
RK-19300_46614,South Bend,Indiana,Central
FM-14215_90032,Los Angeles,California,West 
AC-10420_77041,Houston,Texas,Central
JB-15400_6010,Bristol,Connecticut,East 
GM-14440_10009,New York City,New York,East 
RF-19840_78207,San Antonio,Texas,Central
NC-18625_80013,Aurora,Colorado,West 
NG-18355_43055,Newark,Ohio,East 
AH-10075_89015,Henderson,Nevada,West 
CH-12070_19143,Philadelphia,Pennsylvania,East 
CC-12145_98103,Seattle,Washington,West 
ME-18010_94122,San Francisco,California,West 
BP-11230_99207,Spokane,Washington,West 
MP-17470_43229,Columbus,Ohio,East 
CJ-12010_11561,Long Beach,New York,East 
JC-15775_78207,San Antonio,Texas,Central
CK-12760_32216,Jacksonville,Florida,South
LF-17185_10011,New York City,New York,East 
CC-12430_19143,Philadelphia,Pennsylvania,East 
DL-12865_76248,Keller,Texas,Central
PG-18895_94122,San Francisco,California,West 
EH-14005_33012,Hialeah,Florida,South
TB-21520_45014,Fairfield,Ohio,East 
DK-13225_92646,Huntington Beac,California,West 
JP-15520_32127,Port Orange,Florida,South
CD-11980_97504,Medford,Oregon,West 
AS-10090_22901,Charlottesville,Virginia,South
JO-15280_59801,Missoula,Montana,West 
AC-10450_55407,Minneapolis,Minnesota,Central
RA-19945_33178,Miami,Florida,South
Co-12640_29501,Florence,South Carolina,South
DW-13480_48205,Detroit,Michigan,Central
DK-12835_97477,Springfield,Oregon,West 
MD-17860_46203,Indianapolis,Indiana,Central
RP-19855_32712,Apopka,Florida,South
RW-19540_90008,Los Angeles,California,West 
DB-13660_11572,Oceanside,New York,East 
SC-20770_90008,Los Angeles,California,West 
FH-14275_77041,Houston,Texas,Central
EH-13990_30076,Roswell,Georgia,South
AS-10630_33437,Boynton Beach,Florida,South
HA-14905_2038,Franklin,Massachusetts,East 
CH-12070_48227,Detroit,Michigan,Central
EH-13765_13601,Watertown,New York,East 
MZ-17515_19601,Reading,Pennsylvania,East 
SC-20230_76017,Arlington,Texas,Central
NP-18325_92024,San Diego,California,West 
GM-14680_90045,Los Angeles,California,West 
RH-19495_80219,Denver,Colorado,West 
VM-21685_98105,Seattle,Washington,West 
CC-12670_85254,Scottsdale,Arizona,West 
SV-20365_70506,Lafayette,Louisiana,South
NP-18685_94109,San Francisco,California,West 
JE-15715_80020,Broomfield,Colorado,West 
CP-12085_62301,Quincy,Illinois,Central
EA-14035_75007,Carrollton,Texas,Central
AC-10615_10009,New York City,New York,East 
RW-19690_65807,Springfield,Missouri,Central
DB-13210_7501,Paterson,New Jersey,East 
BD-11320_74133,Tulsa,Oklahoma,Central
ML-17755_60623,Chicago,Illinois,Central
JD-16015_60610,Chicago,Illinois,Central
AS-10225_36116,Montgomery,Alabama,South
AA-10375_97301,Salem,Oregon,West 
KT-16465_85301,Glendale,Arizona,West 
MM-18280_31907,Columbus,Georgia,South
NG-18430_73120,Oklahoma City,Oklahoma,Central
LW-16825_94513,Brentwood,California,West 
CB-12415_43229,Columbus,Ohio,East 
AS-10090_65807,Springfield,Missouri,Central
CB-12415_19134,Philadelphia,Pennsylvania,East 
ML-17755_97477,Springfield,Oregon,West 
JS-16030_77036,Houston,Texas,Central
ND-18460_23320,Chesapeake,Virginia,South
LW-17215_91104,Pasadena,California,West 
JW-15955_40214,Louisville,Kentucky,South
SC-20050_79424,Lubbock,Texas,Central
RW-19630_65203,Columbia,Missouri,Central
CM-12190_60623,Chicago,Illinois,Central
JF-15190_37604,Johnson City,Tennessee,South
SC-20800_77041,Houston,Texas,Central
AM-10705_36830,Auburn,Alabama,South
BK-11260_92404,San Bernardino,California,West 
RH-19510_2908,Providence,Rhode Island,East 
GM-14500_93727,Fresno,California,West 
MC-17275_98103,Seattle,Washington,West 
VM-21685_93534,Lancaster,California,West 
GP-14740_1453,Leominster,Massachusetts,East 
GB-14530_76106,Fort Worth,Texas,Central
CT-11995_55901,Rochester,Minnesota,Central
CW-11905_59715,Bozeman,Montana,West 
SN-20560_85345,Peoria,Arizona,West 
EB-13705_92105,San Diego,California,West 
JW-15220_44107,Lakewood,Ohio,East 
KB-16585_77095,Houston,Texas,Central
MC-17590_8861,Perth Amboy,New Jersey,East 
CK-12595_19134,Philadelphia,Pennsylvania,East 
RD-19480_47374,Richmond,Indiana,Central
TP-21130_48227,Detroit,Michigan,Central
GG-14650_90049,Los Angeles,California,West 
ZC-21910_91767,Pomona,California,West 
CC-12610_19134,Philadelphia,Pennsylvania,East 
KA-16525_91761,Ontario,California,West 
TC-20980_98105,Seattle,Washington,West 
DB-13270_94513,Brentwood,California,West 
TR-21325_94122,San Francisco,California,West 
BF-11080_21215,Baltimore,Maryland,East 
MS-17365_85023,Phoenix,Arizona,West 
CK-12595_90008,Los Angeles,California,West 
ED-13885_77036,Houston,Texas,Central
IM-15070_10009,New York City,New York,East 
MY-17380_91730,Rancho Cucamong,California,West 
MM-17260_19805,Wilmington,Delaware,East 
MP-17470_56560,Moorhead,Minnesota,Central
AW-10840_87401,Farmington,New Mexico,West 
SF-20065_28403,Wilmington,North Carolina,South
SN-20710_39212,Jackson,Mississippi,South
RD-19900_97206,Portland,Oregon,West 
KT-16480_80219,Denver,Colorado,West 
AH-10120_85705,Tucson,Arizona,West 
BM-11650_10009,New York City,New York,East 
BW-11200_33437,Boynton Beach,Florida,South
HG-14965_75150,Mesquite,Texas,Central
SG-20080_92374,Redlands,California,West 
RK-19300_14609,Rochester,New York,East 
SW-20245_95207,Stockton,California,West 
RW-19630_98105,Seattle,Washington,West 
TS-21085_32174,Ormond Beach,Florida,South
JB-15400_94086,Sunnyvale,California,West 
EH-14005_48911,Lansing,Michigan,Central
EH-14005_19143,Philadelphia,Pennsylvania,East 
BS-11665_19143,Philadelphia,Pennsylvania,East 
JK-16120_19134,Philadelphia,Pennsylvania,East 
RF-19345_3820,Dover,New Hampshire,East 
WB-21850_19134,Philadelphia,Pennsylvania,East 
TB-21625_75051,Grand Prairie,Texas,Central
CB-12415_10009,New York City,New York,East 
GT-14635_11561,Long Beach,New York,East 
TS-21160_17403,York,Pennsylvania,East 
WB-21850_94521,Concord,California,West 
DO-13435_10035,New York City,New York,East 
AF-10870_77840,College Station,Texas,Central
RB-19435_63116,Saint Louis,Missouri,Central
AR-10540_2169,Quincy,Massachusetts,East 
DR-12880_10009,New York City,New York,East 
BF-11170_75081,Dallas,Texas,Central
LB-16735_90032,Los Angeles,California,West 
DV-13465_55407,Minneapolis,Minnesota,Central
NK-18490_32725,Deltona,Florida,South
LH-17155_45231,Cincinnati,Ohio,East 
DW-13480_94601,Oakland,California,West 
KF-16285_95336,Manteca,California,West 
HA-14920_78041,Laredo,Texas,Central
JH-15820_44240,Kent,Ohio,East 
LC-16930_76903,San Angelo,Texas,Central
IL-15100_94122,San Francisco,California,West 
LS-16975_77070,Houston,Texas,Central
CC-12610_77041,Houston,Texas,Central
PB-18805_84106,Salt Lake City,Utah,West 
CJ-12010_10009,New York City,New York,East 
HK-14890_93905,Salinas,California,West 
RH-19600_35810,Huntsville,Alabama,South
IL-15100_47201,Columbus,Indiana,Central
AS-10240_90049,Los Angeles,California,West 
