BreedID	strangeraggr	owneraggr	dogaggr	dogfear	dogrivalry	trainability	chasing	strangerfear	nonsocialfear	sepprobs	touchsens	excitability	attachatten	energy
Labrador Retriever	0.1	0	0.25	0.25	0.25	2.625	1.25	0	0	0.125	0	2	1.1666666667	2
German Shepherd	0.5	0.25	1.75	0	0	1.875	1	0	1.1666666667	0.125	0.5	1.3333333333	0.6666666667	1
Akita		0		0	0.5	2.5		0		0.625	0.5	0.6	0.8333333333	0.5
Akita	0.2	0	1.75	0	1.5	3.125	4	0.25	1.5	0.375	0.5	2.8333333333	3.1666666667	4
Akita	0.7	0	2	0	0.5	2.75	4	0	0.6666666667	0	0	2.1666666667	2.1666666667	3
Akita	0.9	0	4	0	0.75	3	3.75	0.25	0	0	0	1.1666666667	1.5	0
Akita	0.6	0	0.3333333333	1	0.25	3.5	2	0	0	0	0	1	1.3333333333	2
Akita	0.6	0.125	1	0	0.5	2.25	2.75	0	1	0.75	0.75	2.6666666667	2.8333333333	2
Shetland Sheepdog	0.5	0.375	0	0	0	3	1.25	0	0	0	0	0	0	2
Portuguese Water Dog	0	0	0	0	0	3	0.5	0	0	1	0	0	3.1666666667	3
Siberian Husky	0	0	0	0	0	2.25	0	0	0	0	0	0	0	1
Bichon Frise	0.9	0	0.25	0	0.25	1.8571428571	1.75	0.25	0.6666666667	1	1	2.6666666667	1.3333333333	2
Parson Russell Terrier	2	0.125	1.6666666667	0.6666666667		2	2.5	0.25	0.6666666667	0.6666666667	0.5	2.3333333333	2.5	2
American Pit Bull Terrier	0	0	0	1	0	2.5		0	1.3333333333	0.125	1	3.6666666667	2.8333333333	3.5
Mixed Breed/Unknown	1.5	0	1.75	2.5	0.5	2.5		3.25	3.1666666667	3	1.75	2.1666666667	2.3333333333	3
English Setter	0.4	0	0.25	0.25	0.75	3.125	1.75	0	0.6666666667	0	0	2.3333333333	1.1666666667	2.5
Weimaraner	0.4	0.125	0.25	0	0.75	3.625	3.5	0	0	0	0.5	2	1.3333333333	1.5
Weimaraner	1.5	0.125	1	1.25	0.5	2.875	4	1.5	1	0	1.25	2.8333333333	3	4
Mixed Breed/Unknown	1.2	0.125	1.75	2	1	2.5	3.25	1.5	2.1666666667	1.625	1.75	2.8333333333	3	2
Mixed Breed/Unknown	0.7777777778	0	1.5	1.5	0	2	2	1.3333333333	1.2		0	2.8333333333	2.6666666667	3
American Eskimo Dog	1.8	1.25	2.75	3		1.625	3.75	1	0.5	0	1.25	3.5	2.3333333333	2.5
Australian Cattle Dog	0	0.125	0	0	0	4	0.25	0	0	0	0.25	0.5	0	0
Dachshund	1	0	1	0.25	0.75	2.4285714286	3	0	0.6666666667	0.375	0	1.5	2.8333333333	2.5
Dachshund	1.4	0	1.25	0.25	0.75	2.75	2.5	0	0.6666666667	0.5	0	0.6666666667	2	1
Dachshund	0.8	0	0.25	0.75	0.75	2	2.5	0	1	0.125	0	0.6666666667	1.5	1.5
Cavalier King Charles Spaniel	1	1.25	1.5			2.5	3	0.75		1.25		3.1666666667	2.3333333333	2
Irish Water Spaniel	0	0	2	1.5	0	2.75	2	0	1.1666666667	1.5	0.5	2.1666666667	2.3333333333	1
Shetland Sheepdog	0	1	0.5	2.75		2.5	3.5	0	2.5	1.5	2.75	2.5	2.6666666667	3
Mixed Breed/Unknown	0.5555555556	0	1.5	2	0.6666666667	2.75	2.5	1.25	0.6666666667	0		2	1.1666666667	1
Pomeranian	0.3	0	1.5	0	1.75	3.5	4	0	0	0	0	1.6666666667	2	2
Soft Coated Wheaten Terrier	0.2	0	0.25	1	0	3.125	3.5	0	0.8333333333	0.375	0	2.5	1	1.5
Rhodesian Ridgeback	0	0	0.5	0.5	0.75	2	1.75	0.5	0.1666666667	1	0.25	0.8333333333	1.5	1
Rhodesian Ridgeback	0.3	0	1	0.75	1	2.875	2.25	1	0.3333333333	0.125	0.25	0.6666666667	2.5	1.5
Dogo Argentino	0.5	0	1	3		3.2857142857	2.3333333333	0.25	1.1666666667	0.25	0	2	2	2.5
Mixed Breed/Unknown	0.2	0.75	1	1	0.75	2.125	2.5	1	1	1	1	1	1	0.5
Alaskan Malamute	0	0.125	2.3333333333	0		2.375	4	0	1	0.25	0.6666666667	1.5	1.1666666667	2.5
English Springer Spaniel	0.4	0	0.75	0.75	0.5	3.875	3.3333333333	0	0.1666666667	0.25	0.5	2.3333333333	2	1.5
Australian Shepherd	1.3	0	0.75	1	1.25	2.75	2.75	1.25	0.8333333333	0.375	0.25	0.5	2.3333333333	2
Border Collie	0	0	0	0	0	3.5	2.75	0	0.5	0	0.25	0.8333333333	0.5	2.5
German Shepherd	1.2	0.125	1.5	0.25	0.25	4	4	0.25	0	0.5	0	3	1.6666666667	3.5
Boxer	0.3	0	2	0	0	2.875	1	0.75	0	0	0.25	2.1666666667	2	2
German Shepherd	0.6	0	2	4	0.25	3	3.5	0.75	0.5	2.25	0.6666666667	3.6666666667	2.8333333333	3
Bullmastiff	0.9	0.125	4	2.5	0	3.5	2.5	1	1.1666666667	1.125	2	2.8333333333	3.3333333333	2
Bearded Collie	1	1.1428571429		2		2.2857142857	2.5	2.3333333333	2.5	1.625	1.3333333333	2.6666666667	3.3333333333	2
Beagle	2.5	0.25	2.25	2.5	0.75	2.25	3.5	2.5	1.8333333333	1.25	2	2.5	1.5	0
Dachshund (Miniature)	0.9	0.25	0.25	3.75	1.75	2.125	1.25	4	1.5	2	2.6666666667	1.3333333333	3.5	0
Mixed Breed/Unknown	0.4444444444	0.5714285714	1			2.875	2.75	0	1.6666666667	1.375	2.5	3.5	2.8	2
German Shepherd	0.6	0.125		0	1	2.75	3.25	0	0	0.25	0	2.3333333333	2	2
Mixed Breed/Unknown	0.4444444444	0	0.25	0.5	0	3.375	0.25	0.25	0.1666666667	0.625	0.75	1.3333333333	0.2	2.5
Golden Retriever	0	0.75	1	1.5	2.5	3.125	1.5	0	1.1666666667	0.25	0	2.1666666667	2.1666666667	1
Mixed Breed/Unknown	0.4	0	0	0	0	3.875	1.3333333333	0	1	3.3333333333	0	2	1.6666666667	1.5
Jack Russell Terrier	3.6	0.375	2.75	0	0	1.375	4	0	0.6666666667	2.625	1	3	3.1666666667	4
American Pit Bull Terrier	0.6	0	3.25	0	1.3333333333	3	4	0	1.6666666667	2	1.25	2.5	2.6666666667	3.5
Mixed Breed/Unknown	0.1111111111	0.125	0	0.6666666667		2.1428571429	0.6666666667	1.5	1.6	2.375	0.75	1.3333333333	2.8333333333	1.5
Poodle (Toy)	0.2	0	1	1	0	2.75	2	0.25	0.3333333333	0.375	0.25	0	2.8333333333	2.5
Mixed Breed/Unknown		0	0	2.5		2.25	1		1.8333333333	1.25	1	2	2.1666666667	2
German Shepherd	1.8888888889	0	1.5	1.75		3.375	2.75	2	0.6666666667	0.125	0.75	2.6	2	1.5
Chihuahua	1.5	0.25	3.25	2	0	2.5	1.75	1.75	1.5	1.25	0.25	3.5	2.6666666667	2
Chihuahua	1.3	0	2.75	2	1	2.625	2.5	1.75	0.5	1	0.5	4	3.1666666667	3.5
Mixed Breed/Unknown	0.6	0.375	2	4		1.625	3	0	0.8333333333	2	3	1.8333333333	2.6666666667	0.5
Rottweiler	0.6	0.25	2.3333333333	0		2.125	2.5	0	0.3333333333	2.5	0.75	2.3333333333	3	4
Labrador Retriever	0.2222222222	0	0.3333333333	0.5	0.3333333333	3.2857142857	1.3333333333	0	0.5	0.125	0.5	3.3333333333	2.8333333333	3.5
Labrador Retriever	0.5	0.125	0.5	0.75	0	3.25	3	0	1	0.75	0.75	3.1666666667	2.8333333333	3
Labrador Retriever	0	0	1	0.5	0	2.5	1.75	0	0.3333333333	0	0.75	2.5	1.6666666667	2
Mixed Breed/Unknown	0.3	0	1.3333333333	0.6666666667		1.375	4	0	1.3333333333	1.875	0	2.5	2.8	1
Dachshund (Miniature)	0.4	0	0	0.3333333333	0	3.125	0.75	0	0.5	0.5	0	2	1.6666666667	3
Mixed Breed/Unknown	0.3	0.125	2	0		2.25	3.25	0	1.1666666667	0.375	1	3	2	2.5
Border Collie	0.8	0.25	0.25	1.6666666667	1	2	2.75	0	0.6	1	1	3.4	2.8333333333	4
Mixed Breed/Unknown	0.4	0	0	0.5	0	1.75	2.25	0	0	1	0	2.6666666667	2.8333333333	2.5
Rhodesian Ridgeback	0.2	0	0	0	0.75	2.125	1.75	4	0.6666666667	0	0	2	1.5	0.5
Beagle	2.5	2.75	2.75	1.75	2.75	2.25	2.25	2.25	2	1.875	1.75	2.6	1.6666666667	2
Maltese	2.8	3.125	2.25	2	1.25	1.75	0.75	1	2.1666666667	1.375	2	2	1.5	0
Bullmastiff	0.2	0	1.3333333333	0.6666666667	0	1.375	1.75	0	0	0.4285714286	0.75	1.8333333333	2.5	1.5
Beagle	0	1.25	0.25	0.25		2.125	2.3333333333	0	0.5	1.25	0	1.8333333333	0.5	3
Greyhound	0.4	0	0.75	0	1.5	2.25	3.25	2.5	1.5	0.625	1	2.3333333333	0.1666666667	1
Collie	0	0	0.5	0.75	0	2.375	1.3333333333	0	0.8333333333	0.5	0.75	2.6666666667	1.5	2
Collie	0.125	0			1.5	1.75		0	1.1666666667	0.5	0.25	1.8333333333	0.8333333333	3.5
Mixed Breed/Unknown	0.8888888889	0		1	0.3333333333	3.125	1.75	0.25		0	0	2.5	1.5	1
Labrador Retriever	0.3	0	0.25	0.5	0	3.2857142857	1.5	0.3333333333	2	0	0	0.6666666667	1.5	2
Mixed Breed/Unknown	0.6	0.2857142857	0.75	0.25	1	2.25	1.75	0	1.2	0.5	0.5	1.8333333333	2.1666666667	1
Welsh Terrier	1.2	1.25	1.5	1.75	1.25	2.25	2.75	1.25	2.1666666667	1.25	2	2.8333333333	2.5	3
Mixed Breed/Unknown		0	3	0	1.5	1.8571428571		0	0.3333333333	1.875	0.25	2	3.8333333333	4
Mixed Breed/Unknown	0.7	0	1.75	1	3.5	2.25	1	0.5	0.1666666667	0.25	0	2.1666666667	1.1666666667	3
Mixed Breed/Unknown	0.9	0	1.25	0.5	0.25	2.625	2.25	0.5	0.6666666667	0	2.5	2	1.4	1.5
Yorkshire Terrier	0.4444444444	0	0	0		2.7142857143	2.25	0	1.3333333333	1.75	0	2.6	3	3
Soft Coated Wheaten Terrier	0	0	0.25	0	0	3	2	0	0.3333333333	0	0.75	2.3333333333	1	2
Labrador Retriever	0	0	0	0	0	2.75	0.75	0	0.1666666667	0	0	2	1.6666666667	2
Mixed Breed/Unknown	0.8	0	2.25	1.25	0	2.75	2.75	0	0.1666666667	0	0.5	2	1.6666666667	2
Shiba Inu	0	0.5	2	1.25	0.75	2.375	1.25	0.25	0.5	0.375	2.25	2	1.5	3
Collie	0.1	0	0	0	0	1.125	0	0	0	1.625	0	1	3.1666666667	3
Collie	0.4	0.125	0	0	0	1.625	0	0	0.8333333333	0.875	0	1.1666666667	2.1666666667	2
Shiba Inu	0.5	0.25	2.25	0.5	1.75	2.375	3.75	0.5	0.8333333333	0.75	2.5	3	1.2	3.5
Labrador Retriever	0.5	0.125	1.25	0.75	0	1.75	0.25	1.25	1.3333333333	0.875	0.25	1.8333333333	2.5	1.5
Mixed Breed/Unknown	0.9	0	2.25	1.5	0.25	1.75	2.5	1.25	2	0.25	1.5	2	1.1666666667	1
Mixed Breed/Unknown	0.2	0	0.25	1.5	0.25	1.625	2.25	0	1.3333333333	1	1.5	3	3	1
Soft Coated Wheaten Terrier	1.5	0	1.75	1	0	2.625	0.25	2.75	3.3333333333	1.875	2.25	2.1666666667	2.8333333333	2
Collie	0.6	0	0	0.75	2.25	2.25	3.75	3	2.2	0.625	2	3.1666666667	3.6666666667	3
Parson Russell Terrier	0.5555555556	0.5714285714	2.25	1.75	0.5	2.75	3.5	0.5	1.8333333333	0.375	1.3333333333	2.5	2	2.5
Weimaraner	0.2	0	1.5	0.5	0.3333333333	2.625	3.5	0	0.1666666667	0.125	0	2	1.5	1
German Shepherd	1.1	0	3.25	1.5	0.5	2	4	0	0.6666666667	0.125	0.75	3.1666666667	3.1666666667	3
Soft Coated Wheaten Terrier	0.5	0	1.75	1.25	0.75	3.25	2.5	0.5	1.3333333333	0.375	0.5	2	1.3333333333	1
Schipperke	0.8	0	1.5	0	0.75	3.2857142857	1	0.25	0	0.375	0.25	0.8333333333	2.1666666667	1.5
Rottweiler	0.3	0	0	0	0	2.25	1.5	0	0.3333333333	0	0.25	2	1.5	1
Giant Schnauzer	0.4	0	1	0.5	1	2.25	3.25	0	0	0	1.5	2.1666666667	2.6666666667	1
Pomeranian	2	2	2	2	2	2	2	2	2	2	2	2	2	2
German Wirehaired Pointer	1.1	0.7142857143	3.25	1	0.25	3.125	1.25	1	0.5	0.75		3	1.8333333333	1
German Shepherd	1	0	2.75	0	0.5	2.75	3.5	0	0.1666666667	0.125	1.25	2	1.6666666667	2
Boxer	2.1	0	2.25	0	0	1.75	3.5	4	0.1666666667	1.125	2.5	3.1666666667	2.3333333333	4
Dachshund	0.2	0	0	0.5	0	3.5	0	0.25	0.1666666667	0	0.25	0.3333333333	2.1666666667	1
Dachshund	0	0	0.25	0	0	3.625	0	0	0	0	0	0	1.3333333333	1
Mixed Breed/Unknown	0.7	0	1	0.25	0	3.25	0	1.5	1	0.25	0.25	1.3333333333	1.8333333333	3
Cocker Spaniel (American)	0	0	1.25	0.5	0	2.75	1	0.75	0.8333333333	0.5	0.25	1.3333333333	1	2
Mixed Breed/Unknown	0	0	0	0.25	0.75	2.875	3.25	3	1.6666666667	0	1	2.3333333333	1.6666666667	1.5
American Staffordshire Terrier	0	0	1	0	0	2.2857142857	0.3333333333	0	0.3333333333	0	0	4	1.3333333333	0
Mixed Breed/Unknown	1.8	0	2.5	3.75	0.5	2.625	4	2	3.3333333333	0.375	1.5	1.5	0.5	1
Beagle	0	0			3.25	1	2.3333333333	1		2.375	1.3333333333		3	2.5
Border Collie	1.4	0	0.75	0.75		2.875	3.5	1	0.1666666667	1.5	0.75	1.5	2.3333333333	2
Mixed Breed/Unknown	0.4	1.8333333333	1	3		3.25	0	4	3.4		4	1	0.6666666667	0
Samoyed	0.2	0	1	1.25	0	2.25	2.75	0	1.1666666667	0.125	0.25	1.6666666667	1	1.5
Rottweiler	0	0.875	0.3333333333	0	0.5	2.375	1	0	0.1666666667	0.125	0	3.1666666667	1	2.5
Chihuahua	0.5	0.375	1.25	1.5	2.3333333333	2.75	0	1.75	0.6666666667	1	2	0.8333333333	2.5	0
Bearded Collie	0.4	0.375	1	0.25	1	3.375	0.5	0.5	1.5	0.5	1	2.6666666667	2.1666666667	2
Border Collie	0.4	0	0	1.25	0	3	1.5	0	1.1666666667	0.25	0.75	1.1666666667	1.5	2
Border Collie	0.3	0	0	1	0	3.5	1.25	0	0.3333333333	0.625	0.75	2.3333333333	1.5	1.5
Rottweiler	1.7	0.125	2.25	0.5	0.25	1.75	1.5	1.25	0.2	1.5	1.5	2.5	3.1666666667	4
Mixed Breed/Unknown	0.7	0	0.75	1.25	0	2.375	0.25	0	0.5	0.625	1	2.3333333333	1.8333333333	2
Mixed Breed/Unknown	0.1	0	0	0.25	0	3.25		0.25	0.3333333333	0.125	0	2	1.3333333333	2.5
Chihuahua	0	0.25	0.5	1.5	0.75	1.875	0	0	0.3333333333	0	1	1.3333333333	0.8333333333	0
Boxer	0	0	0	0	0	2.75	2.25	0	0	0.75	0	1	1.3333333333	2.5
German Shepherd	1.2	0	2	0	1.5	2.375	3.5	0	0	0.625	0.25	3.8333333333	3.3333333333	3.5
Border Collie	0	0	0	0.25	0	3	1.75	0.25	0.3333333333	0	1	1.5	1.6666666667	2.5
French Bulldog		0.125	0.6666666667	1.6666666667		2.5714285714	3	0	0.8333333333	0.25		1.8333333333	1.8333333333	3
Labrador Retriever	1	0	0	2		2.875	0.5	1.5	1.8333333333	1	1.5	3	2.6666666667	1
Miniature Schnauzer	1.3	0	1.5	3.5	0	2.375	1.75	1.75	1	0	1	2.5	1.1666666667	1
Lagotto Romagnolo	0.8	0	0.75	0.75	0	2.875	0.75	0.75	0.6666666667	0.375	0.25	1.1666666667	0.8333333333	1.5
Doberman Pinscher	0.2	0	1	0	0	2.5	2.75	0	1.5	1	0.5	2.8333333333	3	2
American Eskimo Dog		0.25	3	0.5	2	2.75		0.75	0.6	0.125	1	2.5	4	2
Bernese Mountain Dog	0.6	1.125	2	1.25	1.5	2.375	1.75	0.25	1.5	0.5	0.25	1.6666666667	1.8333333333	1.5
Border Collie	0.1	0	1	0.25	0.75	3.375	1.5	0.5	1.5	0.25	0	2.3333333333	2.1666666667	3
Bichon Frise	0.3	0	0	0.25	0.25	2.5	2.5	0.5	0.6666666667	0.5	0.5	2.3333333333	2	1.5
Mixed Breed/Unknown	2.2	0	2	1		1.875	3	0		4	1.3333333333	3.6666666667	1.3333333333	3.5
Poodle (Standard)	0.6666666667	0	0	0.3333333333		2.375	0.3333333333	0	0.3333333333	0.25	1	1.5	2.1666666667	2
Shetland Sheepdog	0.375	0.125	0.5	0.5		2.75		0	0.2	0.5	0.75	2.5	1.8	3
Mixed Breed/Unknown	0	0	0	4	0	1.5	0.75	4	4	1	4	3.6666666667	1	4
Pug	1.2	0	0.75	0.75	0.25	2.125	2.5	1.5	0.5	0.625	1	2.5	2.1666666667	3.5
Maltese	1.5	0.375	2.5	2.25	1.25	1.875	4	1.25	1.8333333333	1.875	0.25	2.8333333333	2.1666666667	2.5
Havanese	0.6	0	0	0.75	0	3.375	2.5	1.75	0	0.375	0.75	2.5	1.5	2.5
Mixed Breed/Unknown	1.9	0	1.25	0.25	1	2.625	2.25	2.25	2.1666666667	1.25	1	2	2.1666666667	0.5
English Setter	0	0	0	2.75	0	2.125	2.25	0.5	1	0	1	2.3333333333	0.5	2
Mixed Breed/Unknown	1.2	0	0	0	0.5	1.75	1.75	0.5	0.3333333333	0.75	0.25	1.8333333333	1.5	1.5
German Shepherd	0.3	0	0.5	0.25	0	3.125	2.25	0.25	0	0	0.5	2.1666666667	1.5	2
Pug	0.6	0	0	0.5	0	2	1.5	0	0.6666666667	0	2.25	2.1666666667	2	2.5
Pug	0	0	0	0.5	0	3.4285714286	0.25	0.25	0.3333333333	0.75	0	1.6666666667	2.3333333333	2.5
German Shepherd	0.8	0.125	2.25	0.25		2.25	3.25	0	0.5	0.8571428571	0.5	3.1666666667	2.5	3
German Shepherd	0.5555555556	0.25	0	0.5	0	3.5714285714	0.6666666667	0.5	0.2	0.5	0.5	1.3333333333	2.3333333333	3
Pomeranian	1.7	0.25	3.3333333333					2.5	0.8	0.875	1.6666666667	3.4	2.8333333333	2.5
Mixed Breed/Unknown	0.7	0	0	0	1	3.125	0	0	0	0	0.25	3.1666666667	2.8333333333	2
Tibetan Terrier	1.9	0	2.25	0.75		2.1428571429	2.5	1.75	0.5	0.375	0.5	1.8	2.3333333333	2
Pug	1.8	0	1.75	2.5	0	2.4285714286	0.5	3.25	1	0.875	1.5	3	2	3
German Shepherd	0	0	1.5	0.75	0	3.625	1.25	0	0.5	0	1	0.6666666667	1	1.5
Australian Terrier	0.1	0	1.25	0.5	1.5	2.5714285714	1	0	0.3333333333	0.25	0.5	1.3333333333	1.1666666667	1.5
German Shepherd	0.7	0	0.75	0.75	0	2.875	3.5	0	0.1666666667	0	0	2	1.3333333333	2
Mixed Breed/Unknown	0.1	0	1.75	1.5	0	2.875	1.75	0	1.3333333333	0.625	0.5	1.6666666667	2	3
Cocker Spaniel (English)	0	0	0	0.5	0.75	2	1.25	0.25	0.6666666667	1.375	0.75	2.3333333333	2.8333333333	0
Australian Cattle Dog	0	0	0	2	0	3.25	0	0	0	0	0.25	0.5	1.1666666667	0
Australian Cattle Dog	0.9	0	1.75	0	1.5	3.75	1.5	1	0	0	0.5	1.3333333333	3.1666666667	1.5
Australian Cattle Dog	0	0	1	0	0.25	2.625	0.25	0	0	0	0	0.8333333333	2.3333333333	2
Australian Cattle Dog	0.8	0.25	0.75	0	1.5	2.625	0.5	0	0	0	0.5	1.1666666667	2.8333333333	1.5
Australian Kelpie	0	0	2.25	0	0.5	2.125	2	1	1.8333333333	0	0	0.8333333333	1.3333333333	2.5
Border Collie	1.1111111111	0.125		2.75	0.25	1.75	3.25	1.5	3	2.125	2.6666666667	4	3.6666666667	4
Jack Russell Terrier	0	2	0	1.5	0.5	2.75	3	0	1.6666666667	1.625	0	2.6666666667	2.5	3
Bernese Mountain Dog	0.9	0.125	1.75	0	0.25	1.5	2.75	0	1.8333333333	0	0.5	1.6666666667	1.5	1
Rottweiler	0.7	0	0.25	0	0	3.5	0	0.5	1.3333333333	0	0	2.6666666667	3.5	0.5
Chihuahua	2	0.5	1.75	3	1	1	1.75	2.5	2	2.5	3.5	2	3.1666666667	1
Chihuahua	0.8	0.75	2	2	1	0.625	2	3.5	4	0.75	4	2	2.1666666667	1
Pit Bull mix	0	0	0	0	0	2.625	2	0	0.1666666667	0.75	0	2.5	1.1666666667	3
Mastiff (English)	0.5	0	1.5	0.75	0.5	3.125		1.5	1	0.25	0.6666666667	2.3333333333	1.8333333333	0
Doberman Pinscher	0.1	0	0	0	0	3	3.75	0	0.6666666667	0.375	0.5	0.6666666667	0.5	0
Mixed Breed/Unknown	0	0	0	1	0	2.375	1.3333333333	0	1.3333333333	0.25	0.75	2.1666666667	1.8333333333	3
Belgian Malinois	1.6666666667	0	0.3333333333	0	0.25	3.75		0	0.6666666667	0.875	0	1.8	2.5	3
Soft Coated Wheaten Terrier	0	0.125	1	1.5	0.5	3.5	3.5	0.25	1	0.5	0.25	2	1	1.5
Soft Coated Wheaten Terrier	0.1	0	0.75	0.5	0.25	2.375	3.75	0	0.5	0	0	2.3333333333	0.6666666667	2.5
Soft Coated Wheaten Terrier	0.3	0	1	1	0.75	2.75	3.25	0	1.3333333333	0	0	2.1666666667	0.6666666667	1.5
Mixed Breed/Unknown	1.9	0	0.75	0	0.5	2.75	1.5	0	1	0.5	1.25	2.3333333333	2.5	3
Mixed Breed/Unknown	0.3	0.125	2	0.75	1	2.75	2.25	0	0	1.125	0.5	2.6666666667	2.3333333333	3
Havanese	0	0.25	0.75	2.25		3	3.3333333333	0	0	0.375	0	1.5	2.1666666667	1.5
Staffordshire Bull Terrier	0	0	0.5	1.75		3.25	1.25	0.25	0.6666666667	0.375	0.75	2.8	1.3333333333	1.5
Akita	0.3	0	1	0	1.25	2.875	3.5	0.75	1.5	0.625	0.75	2.5	1.3333333333	3.5
Doberman Pinscher	0.6	0	1	0	0	2.5	2.5	1	0.8333333333	0.625	0.5	2.3333333333	2.8	3.5
Mixed Breed/Unknown	0.7	0	0.75	0.25	0.5	3	1.75	1.5	0	0.5	0	2.5	1.8333333333	3
English Bulldog	0.4	0	0	1	0.75	3.125	1.5	1.75	1.3333333333	0.875	1	2.3333333333	2.6666666667	3
Yorkshire Terrier	0.8	0	0.25	0.5	1	1.5	1.25	0.25	0.1666666667	0	0	2.6666666667	2.6666666667	2
Mixed Breed/Unknown	0.3	0.25	1.5	1.75	0.25	2.375	2.75	0.25	1.6666666667	1	2.25	2.5	4	2.5
Mixed Breed/Unknown	0.3	0	0.6666666667	0.6666666667		2.75	3	0	1.1666666667	1.5	0.3333333333	1.3333333333	2.8	3
Shiba Inu	0.1	0	0	0	0.25	2.75	1.25	0	0.3333333333	0	0	2.1666666667	1.5	2
Labrador Retriever	2.5	0	3	0.5	0.75	3	3.75	1.5	0.3333333333	0.75	1.5	2.1666666667	2	1.5
Mastiff (English)	0.8888888889	0	0.5	0.25	0.25	2.875	0.25	0.5	0.8	0.25	0	1.5	1.1666666667	0
Poodle (Standard)	0.2	0	1	0		3.5	3.25	0	0.3333333333	0.125	0.5	2.3333333333	2	3
Great Pyrenees	0.3	0	0	0	0	2.375	1.25	0	0.1666666667	0.75	0	2.5	2.5	1.5
Rottweiler	0.5555555556	0.125	0	0		2.875	2.3333333333	0.25	0.8	0	0.6666666667	0.8		2.5
Schipperke	0.3	0	1.5	1.5	0.75	2.125	2	0.75	0.6666666667	0	1.5	2.5	2.3333333333	3.5
Collie	0.2	0	0.5	0	0	3.1428571429	1	0	0.6666666667	0.75	0.25	2	0.3333333333	1
Mixed Breed/Unknown	1.4	0	0	2		2.75	3.5	3	1.6666666667	0.375	1.25	1.6666666667	2	0.5
Golden Retriever	0	0	0	0	0	3.375	0	0	0.6666666667	0	0	1.3333333333	1.8	0.5
Mixed Breed/Unknown	0.3	0	0	0	0.5	2.25	1.5	0.75	1	0.25	0.25	2.6666666667	1.8333333333	2
Mixed Breed/Unknown	0.6	0.125	0.25	0	0	3	1.75	0	1	1.25	0.75	3.5	3.6666666667	2
Jack Russell Terrier	3	1.125	4	0.75		1.5	3.75	1	0.8333333333	1.75	0.75	3.5	4	2.5
Mixed Breed/Unknown	1.8	0.125	2.25	0.75	1	1.75	3.25	0.75	0.5	3.8571428571	0	4	1.8333333333	3
Border Terrier	0	0	1.75	0.75	0	2.375	1.25	0	0.6666666667	0.375	0	1.6666666667	1.5	0
Belgian Malinois	2.8	0	0.5	2.25	1.25	3.25	1.5	1.25	1.6666666667		0.5	1.8333333333	2.5	2
Beagle	0.4	0.5	0	0.3333333333		2.625	3.25	0	0.5	0.125	0.25		1.8	3
Labrador Retriever	0.4	0.125	0	0.6666666667		2.875	2.75	0.25	0.5	1.125	1	3.5	3.5	2.5
Mixed Breed/Unknown	0.1	0.125	0	0	0	3	0.25	0.5	0	0.25	1.25	1.8333333333	2.5	0
Soft Coated Wheaten Terrier	0.8	0.25	0.5	0.5	0.25	2.75	1	1.25	2	0	1	2	2.8333333333	2.5
American Pit Bull Terrier	0.5	0	2.25	1.5	0	2.875	2.5	0	0	0.125	0.25	2.1666666667	1.5	3.5
Mixed Breed/Unknown	0	0	1	0.75	0.75	2.875	3	0.25	1.1666666667	0.5	1	1	1.5	0
Australian Shepherd	0.125	0	0.25	0.25	0	3.625	1.5	1.25	0.5	0	0.25	2	2.6666666667	3
Manchester Terrier (Toy)	0	0	0	0	0	2.875	0	0.75	0	0.125	0.5	2.3333333333	3.1666666667	1.5
Doberman Pinscher	0.8	0	0.5	0.25	0.25	2.75	1.25	0.25	0.1666666667	0.125	0	2.1666666667	2.5	2.5
Vizsla	0.5	0	0	0.25	0.75	3.5	2.25	0	0.3333333333	0.125	0.25	2.3333333333	2.5	1.5
Vizsla	0	0	0	0.25	0.5	2.75	2	0	0.1666666667	0.25	0.5	2	2.6666666667	4
Shetland Sheepdog	0	0	0	0.25	0.5	2.875	0	0	0.3333333333	0	0.25	1.3333333333	1.6666666667	0
Soft Coated Wheaten Terrier	0	0.125	0	0	0.25	2.75		0	0	0.75	0.75	3.1666666667	2.8333333333	3
Mixed Breed/Unknown	0.2	0.5	0.75	0.75	0	2.625	3.25	0	0.8	0.875	1.3333333333	2.6	2.6666666667	4
Mixed Breed/Unknown	3.3	0	3.5	2.25	1.5	0.625	3.75	2.25	0.3333333333	1.5	2	3.3333333333	2.5	3
Mixed Breed/Unknown	2.3	0.5	1.75	0	0	1.875	3.5	0	0.3333333333	1	0	3.1666666667	1.1666666667	2.5
Golden Retriever	0	0	0	0	0	2.375	3.25	0	0.4	0.375	0	2	1	2
Golden Retriever	0	0	0	0	0	2.75	2.25	0	0.3333333333	0.25	0	1.1666666667	1.3333333333	2
Cocker Spaniel (English)	0.5	2.5714285714	1.3333333333	2.6666666667		2.3333333333	2.6666666667	1	1.4	2.125	3.75	2.5	1.8333333333	2
Mixed Breed/Unknown	0	0	2.5	0		2.1428571429	2.5	0	0.1666666667	0	0	1.6666666667	2.1666666667	1
Mixed Breed/Unknown	1	0.25	0.75	1.6666666667		3.25	1.6666666667	2.25	1.3333333333	0.25	0.25	2.5	2	3
Mastiff (English)	1.3	0	0	0	0	2.75	1.3333333333	2	0.5	0.875	0.5	1.8333333333	2.1666666667	1.5
